PERMNO,date,PRC
14702,20050812,17.42000
14702,20050815,17.64000
14702,20050816,17.17000
14702,20050817,18.22000
14702,20050818,18.12000
14702,20050819,18.17000
14702,20050822,18.52000
14702,20050823,18.39000
14702,20050824,18.02000
14702,20050825,17.99000
14702,20050826,17.96000
14702,20050829,18.12000
14702,20050830,18.10000
14702,20050831,18.32000
14702,20050901,17.73000
14702,20050902,17.70000
14702,20050906,17.78000
14702,20050907,17.61000
14702,20050908,17.77000
14702,20050909,17.97000
14702,20050912,17.78000
14702,20050913,18.09000
14702,20050914,17.83000
14702,20050915,18.02000
14702,20050916,17.92000
14702,20050919,17.47000
14702,20050920,17.08000
14702,20050921,16.82000
14702,20050922,16.90000
14702,20050923,16.94000
14702,20050926,16.87000
14702,20050927,16.68000
14702,20050928,16.72000
14702,20050929,16.90000
14702,20050930,16.96000
14702,20051003,16.98000
14702,20051004,16.92000
14702,20051005,16.66000
14702,20051006,16.67000
14702,20051007,16.88000
14702,20051010,16.85000
14702,20051011,16.83000
14702,20051012,16.95000
14702,20051013,17.36000
14702,20051014,17.33000
14702,20051017,17.37000
14702,20051018,17.23000
14702,20051019,17.10000
14702,20051020,17.00000
14702,20051021,16.93000
14702,20051024,17.05000
14702,20051025,17.19000
14702,20051026,16.93000
14702,20051027,16.71000
14702,20051028,16.36000
14702,20051031,16.36000
14702,20051101,16.03000
14702,20051102,16.39000
14702,20051103,16.89000
14702,20051104,16.85000
14702,20051107,17.12000
14702,20051108,17.49000
14702,20051109,17.92000
14702,20051110,17.93000
14702,20051111,17.96000
14702,20051114,17.92000
14702,20051115,17.74000
14702,20051116,17.77000
14702,20051117,17.34000
14702,20051118,17.24000
14702,20051121,17.41000
14702,20051122,17.54000
14702,20051123,17.95000
14702,20051125,18.30000
14702,20051128,18.10000
14702,20051129,18.16000
14702,20051130,18.11000
14702,20051201,18.64000
14702,20051202,18.83000
14702,20051205,18.54000
14702,20051206,18.95000
14702,20051207,18.99000
14702,20051208,18.73000
14702,20051209,18.80000
14702,20051212,19.11000
14702,20051213,19.20000
14702,20051214,18.99000
14702,20051215,19.02000
14702,20051216,18.93000
14702,20051219,18.43000
14702,20051220,18.30000
14702,20051221,18.15000
14702,20051222,18.33000
14702,20051223,18.40000
14702,20051227,18.19000
14702,20051228,18.21000
14702,20051229,18.06000
14702,20051230,17.94000
14702,20060103,18.33000
14702,20060104,18.49000
14702,20060105,18.70000
14702,20060106,19.37000
14702,20060109,19.52000
14702,20060110,19.79000
14702,20060111,20.65000
14702,20060112,20.82000
14702,20060113,20.15010
14702,20060117,19.76000
14702,20060118,19.74000
14702,20060119,19.99000
14702,20060120,19.07000
14702,20060123,18.98000
14702,20060124,18.98000
14702,20060125,18.97000
14702,20060126,19.73000
14702,20060127,19.75000
14702,20060130,19.58000
14702,20060131,19.05000
14702,20060201,19.33000
14702,20060202,18.86000
14702,20060203,18.68000
14702,20060206,19.08000
14702,20060207,19.50000
14702,20060208,20.10000
14702,20060209,20.08000
14702,20060210,19.96000
14702,20060213,19.86000
14702,20060214,20.26000
14702,20060215,20.46000
14702,20060216,19.96000
14702,20060217,19.72000
14702,20060221,19.29000
14702,20060222,19.23000
14702,20060223,19.06000
14702,20060224,18.80000
14702,20060227,18.40000
14702,20060228,18.32000
14702,20060301,18.85000
14702,20060302,19.02000
14702,20060303,18.62000
14702,20060306,18.56000
14702,20060307,18.33000
14702,20060308,17.88000
14702,20060309,17.70000
14702,20060310,17.79000
14702,20060313,17.93000
14702,20060314,18.36000
14702,20060315,18.57000
14702,20060316,17.70000
14702,20060317,17.49000
14702,20060320,17.49000
14702,20060321,17.51000
14702,20060322,17.67000
14702,20060323,17.60000
14702,20060324,17.94000
14702,20060327,17.85000
14702,20060328,17.41000
14702,20060329,17.59000
14702,20060330,17.77000
14702,20060331,17.51000
14702,20060403,17.80000
14702,20060404,17.76000
14702,20060405,18.26000
14702,20060406,18.43000
14702,20060407,18.04000
14702,20060410,17.69000
14702,20060411,17.51000
14702,20060412,17.42000
14702,20060413,18.11000
14702,20060417,17.65000
14702,20060418,18.14000
14702,20060419,18.33000
14702,20060420,18.58000
14702,20060421,18.06000
14702,20060424,17.89000
14702,20060425,17.86000
14702,20060426,17.91000
14702,20060427,18.34000
14702,20060428,17.95000
14702,20060501,17.62000
14702,20060502,17.69000
14702,20060503,18.06000
14702,20060504,18.55000
14702,20060505,19.05000
14702,20060508,18.91000
14702,20060509,18.61000
14702,20060510,18.19000
14702,20060511,18.11000
14702,20060512,18.09000
14702,20060515,17.75000
14702,20060516,17.85000
14702,20060517,16.93000
14702,20060518,16.78000
14702,20060519,17.00000
14702,20060522,16.87000
14702,20060523,16.26000
14702,20060524,16.80000
14702,20060525,16.73000
14702,20060526,16.91000
14702,20060530,16.71000
14702,20060531,16.91000
14702,20060601,17.16000
14702,20060602,17.04000
14702,20060605,16.61000
14702,20060606,16.51000
14702,20060607,16.37000
14702,20060608,16.61000
14702,20060609,16.47000
14702,20060612,16.23000
14702,20060613,16.14000
14702,20060614,16.44000
14702,20060615,16.83000
14702,20060616,16.30000
14702,20060619,16.31000
14702,20060620,16.45000
14702,20060621,16.75000
14702,20060622,16.55000
14702,20060623,16.13000
14702,20060626,16.22000
14702,20060627,15.94000
14702,20060628,16.07000
14702,20060629,16.55000
14702,20060630,16.28000
14702,20060703,16.53000
14702,20060705,16.21000
14702,20060706,16.38000
14702,20060707,16.08000
14702,20060710,15.79000
14702,20060711,16.14000
14702,20060712,15.68000
14702,20060713,15.46000
14702,20060714,15.42000
14702,20060717,15.46000
14702,20060718,15.49000
14702,20060719,15.85000
14702,20060720,14.91000
14702,20060721,14.76000
14702,20060724,15.13000
14702,20060725,15.09000
14702,20060726,15.05000
14702,20060727,15.10000
14702,20060728,15.59000
14702,20060731,15.76000
14702,20060801,15.47000
14702,20060802,15.59000
14702,20060803,15.71000
14702,20060804,15.50000
14702,20060807,15.40000
14702,20060808,15.25000
14702,20060809,15.12000
14702,20060810,15.43000
14702,20060811,15.17000
14702,20060814,15.40000
14702,20060815,15.69000
14702,20060816,15.71000
14702,20060817,15.81000
14702,20060818,15.77000
14702,20060821,15.61000
14702,20060822,15.59000
14702,20060823,15.91000
14702,20060824,16.10000
14702,20060825,16.13000
14702,20060828,16.33000
14702,20060829,16.69000
14702,20060830,16.95000
14702,20060831,16.90000
14702,20060901,16.84000
14702,20060905,16.81000
14702,20060906,16.43000
14702,20060907,16.41000
14702,20060908,16.53000
14702,20060911,16.43000
14702,20060912,17.44000
14702,20060913,17.34000
14702,20060914,17.28000
14702,20060915,17.20000
14702,20060918,17.78000
14702,20060919,17.45000
14702,20060920,17.27000
14702,20060921,16.94000
14702,20060922,16.84000
14702,20060925,17.35000
14702,20060926,17.56000
14702,20060927,17.54000
14702,20060928,17.73000
14702,20060929,17.73000
14702,20061002,17.61000
14702,20061003,17.68000
14702,20061004,18.09000
14702,20061005,18.08000
14702,20061006,18.30000
14702,20061009,18.47000
14702,20061010,18.58000
14702,20061011,18.62000
14702,20061012,18.70000
14702,20061013,19.02000
14702,20061016,18.98000
14702,20061017,18.68000
14702,20061018,17.82000
14702,20061019,17.35000
14702,20061020,17.25000
14702,20061023,17.41000
14702,20061024,17.04000
14702,20061025,17.22000
14702,20061026,17.68000
14702,20061027,17.26000
14702,20061030,17.35000
14702,20061031,17.39000
14702,20061101,17.25000
14702,20061102,17.10000
14702,20061103,17.08000
14702,20061106,17.29000
14702,20061107,17.80000
14702,20061108,17.85000
14702,20061109,17.42000
14702,20061110,17.62000
14702,20061113,18.10000
14702,20061114,18.50000
14702,20061115,18.65000
14702,20061116,17.98000
14702,20061117,18.12000
14702,20061120,18.24000
14702,20061121,18.21000
14702,20061122,18.39000
14702,20061124,18.52000
14702,20061127,17.98000
14702,20061128,18.13000
14702,20061129,18.15000
14702,20061130,18.01000
14702,20061201,17.73000
14702,20061204,18.33000
14702,20061205,18.55000
14702,20061206,18.58000
14702,20061207,18.43000
14702,20061208,18.47000
14702,20061211,18.40000
14702,20061212,18.23000
14702,20061213,17.94000
14702,20061214,18.20000
14702,20061215,18.13000
14702,20061218,18.30000
14702,20061219,18.15000
14702,20061220,18.31000
14702,20061221,18.00000
14702,20061222,18.16000
14702,20061226,18.64000
14702,20061227,18.58000
14702,20061228,18.55000
14702,20061229,18.45000
14702,20070103,18.42000
14702,20070104,18.80000
14702,20070105,18.67000
14702,20070108,18.89000
14702,20070109,19.25000
14702,20070110,19.54000
14702,20070111,19.53000
14702,20070112,19.50000
14702,20070116,19.48000
14702,20070117,19.40000
14702,20070118,18.25000
14702,20070119,18.21000
14702,20070122,17.96000
14702,20070123,17.46000
14702,20070124,17.60000
