PERMNO,date,PRC
22779,20060215,22.44000
22779,20060216,22.20000
22779,20060217,21.49000
22779,20060221,21.57000
22779,20060222,21.77000
22779,20060223,21.82000
22779,20060224,21.69000
22779,20060227,21.75000
22779,20060228,21.40000
22779,20060301,22.09000
22779,20060302,22.19000
22779,20060303,21.98000
22779,20060306,21.98000
22779,20060307,21.69000
22779,20060308,21.28000
22779,20060309,21.28000
22779,20060310,20.88000
22779,20060313,20.90000
22779,20060314,21.32000
22779,20060315,21.94000
22779,20060316,22.16000
22779,20060317,22.25000
22779,20060320,21.98000
22779,20060321,21.68000
22779,20060322,21.81000
22779,20060323,22.03000
22779,20060324,22.33000
22779,20060327,22.17000
22779,20060328,21.94000
22779,20060329,22.77000
22779,20060330,22.96000
22779,20060331,22.91000
22779,20060403,23.32000
22779,20060404,23.37000
22779,20060405,23.29000
22779,20060406,23.77000
22779,20060407,23.52000
22779,20060410,23.23000
22779,20060411,23.57000
22779,20060412,23.98000
22779,20060413,24.02000
22779,20060417,23.58000
22779,20060418,24.08000
22779,20060419,22.49000
22779,20060420,22.57000
22779,20060421,22.07000
22779,20060424,22.34000
22779,20060425,22.00000
22779,20060426,22.10000
22779,20060427,21.97000
22779,20060428,21.35000
22779,20060501,21.16000
22779,20060502,21.25000
22779,20060503,21.90000
22779,20060504,21.95000
22779,20060505,22.30000
22779,20060508,22.54000
22779,20060509,22.86000
22779,20060510,22.30000
22779,20060511,21.46000
22779,20060512,21.64000
22779,20060515,21.53000
22779,20060516,21.49000
22779,20060517,20.99000
22779,20060518,20.46000
22779,20060519,20.42000
22779,20060522,20.74000
22779,20060523,20.67000
22779,20060524,20.45000
22779,20060525,21.05000
22779,20060526,21.28000
22779,20060530,21.05000
22779,20060531,21.09000
22779,20060601,21.61000
22779,20060602,21.76000
22779,20060605,21.61000
22779,20060606,21.55000
22779,20060607,21.18000
22779,20060608,20.89000
22779,20060609,20.59000
22779,20060612,19.73000
22779,20060613,19.75000
22779,20060614,20.14000
22779,20060615,20.33000
22779,20060616,20.08000
22779,20060619,20.02000
22779,20060620,19.83000
22779,20060621,20.00000
22779,20060622,19.68000
22779,20060623,19.88000
22779,20060626,19.95000
22779,20060627,19.68000
22779,20060628,19.31000
22779,20060629,19.99000
22779,20060630,20.15000
22779,20060703,20.27000
22779,20060705,19.94000
22779,20060706,20.10000
22779,20060707,19.81000
22779,20060710,19.36000
22779,20060711,19.32000
22779,20060712,19.00000
22779,20060713,19.05000
22779,20060714,18.69000
22779,20060717,19.08000
22779,20060718,18.88000
22779,20060719,19.25000
22779,20060720,20.60000
22779,20060721,20.40000
22779,20060724,21.12000
22779,20060725,21.60000
22779,20060726,21.85000
22779,20060727,22.11000
22779,20060728,22.49000
22779,20060731,22.76000
22779,20060801,22.48000
22779,20060802,23.20000
22779,20060803,23.34000
22779,20060804,23.10000
22779,20060807,23.10000
22779,20060808,22.81000
22779,20060809,22.84000
22779,20060810,23.05000
22779,20060811,22.69000
22779,20060814,23.02000
22779,20060815,23.54000
22779,20060816,23.81000
22779,20060817,23.72000
22779,20060818,23.80000
22779,20060821,23.63000
22779,20060822,23.32000
22779,20060823,22.69000
22779,20060824,22.80000
22779,20060825,22.74000
22779,20060828,23.16000
22779,20060829,23.44000
22779,20060830,23.86000
22779,20060831,23.38000
22779,20060901,23.41000
22779,20060905,23.50000
22779,20060906,22.71000
22779,20060907,23.04000
22779,20060908,23.70000
22779,20060911,23.97000
22779,20060912,24.39000
22779,20060913,24.01000
22779,20060914,24.50000
22779,20060915,24.85000
22779,20060918,24.95000
22779,20060919,24.93000
22779,20060920,25.25000
22779,20060921,25.13000
22779,20060922,24.80000
22779,20060925,25.27000
22779,20060926,24.98000
22779,20060927,24.57000
22779,20060928,24.89000
22779,20060929,25.00000
22779,20061002,25.00000
22779,20061003,25.12000
22779,20061004,25.37000
22779,20061005,25.73000
22779,20061006,25.64000
22779,20061009,25.41000
22779,20061010,25.23000
22779,20061011,25.03000
22779,20061012,25.58000
22779,20061013,26.20000
22779,20061016,25.49000
22779,20061017,24.85000
22779,20061018,23.64000
22779,20061019,23.46000
22779,20061020,23.61000
22779,20061023,23.32000
22779,20061024,23.36000
22779,20061025,23.56000
22779,20061026,23.59000
22779,20061027,23.17000
22779,20061030,23.11000
22779,20061031,23.06000
22779,20061101,22.77000
22779,20061102,22.60000
22779,20061103,22.46000
22779,20061106,22.83000
22779,20061107,21.92000
22779,20061108,21.47000
22779,20061109,21.20000
22779,20061110,21.38000
22779,20061113,21.17000
22779,20061114,21.68000
22779,20061115,22.26000
22779,20061116,22.61000
22779,20061117,22.38000
22779,20061120,22.52000
22779,20061121,22.03000
22779,20061122,22.35000
22779,20061124,22.46000
22779,20061127,21.84000
22779,20061128,21.72000
22779,20061129,21.95000
22779,20061130,22.17000
22779,20061201,21.86000
22779,20061204,21.97000
22779,20061205,22.02000
22779,20061206,21.98000
22779,20061207,21.44000
22779,20061208,21.09000
22779,20061211,21.23000
22779,20061212,20.81000
22779,20061213,20.65000
22779,20061214,20.69000
22779,20061215,20.71000
22779,20061218,20.76000
22779,20061219,20.49000
22779,20061220,20.41000
22779,20061221,20.32000
22779,20061222,20.26000
22779,20061226,20.48000
22779,20061227,20.55000
22779,20061228,20.55000
22779,20061229,20.56000
22779,20070103,20.57000
22779,20070104,20.55000
22779,20070105,18.94000
22779,20070108,18.60000
22779,20070109,18.26000
22779,20070110,18.16000
22779,20070111,18.20000
22779,20070112,18.01000
22779,20070116,18.15000
22779,20070117,18.47000
22779,20070118,18.71000
22779,20070119,19.27000
22779,20070122,18.72000
22779,20070123,18.53000
22779,20070124,18.57000
22779,20070125,18.59000
22779,20070126,18.38000
22779,20070129,18.31000
22779,20070130,19.58000
22779,20070131,19.85000
22779,20070201,19.95000
22779,20070202,19.85000
22779,20070205,19.87000
22779,20070206,19.73000
22779,20070207,19.91000
22779,20070208,19.86000
22779,20070209,19.57000
22779,20070212,19.14000
22779,20070213,19.34000
22779,20070214,19.21000
22779,20070215,19.24000
22779,20070216,19.26000
22779,20070220,19.17000
22779,20070221,18.90000
22779,20070222,18.96000
22779,20070223,19.15000
22779,20070226,19.25000
22779,20070227,18.60000
22779,20070228,18.52000
22779,20070301,18.83000
22779,20070302,18.64000
22779,20070305,18.50000
22779,20070306,18.84000
22779,20070307,19.01000
22779,20070308,18.63000
22779,20070309,18.47000
22779,20070312,18.54000
22779,20070313,18.24000
22779,20070314,18.40000
22779,20070315,18.32000
22779,20070316,18.19000
22779,20070319,18.29000
22779,20070320,18.82000
22779,20070321,18.74000
22779,20070322,17.50000
22779,20070323,17.75000
22779,20070326,17.91000
22779,20070327,17.77000
22779,20070328,17.73000
22779,20070329,17.71000
22779,20070330,17.67000
22779,20070402,17.56000
22779,20070403,17.67000
22779,20070404,17.72000
22779,20070405,17.59000
22779,20070409,17.65000
22779,20070410,17.68000
22779,20070411,17.49000
22779,20070412,17.52000
22779,20070413,17.74000
22779,20070416,17.82000
22779,20070417,17.95000
22779,20070418,18.22000
22779,20070419,18.08000
22779,20070420,18.21000
22779,20070423,17.89000
22779,20070424,17.64000
22779,20070425,17.91000
22779,20070426,17.90000
22779,20070427,17.57000
22779,20070430,17.33000
22779,20070501,17.46000
22779,20070502,17.56000
22779,20070503,17.73000
22779,20070504,18.08000
22779,20070507,18.08000
22779,20070508,17.70000
22779,20070509,17.90000
22779,20070510,17.95000
22779,20070511,18.32000
22779,20070514,18.16000
22779,20070515,17.92000
22779,20070516,18.22000
22779,20070517,18.60000
22779,20070518,18.79000
22779,20070521,18.90000
22779,20070522,18.92000
22779,20070523,18.68000
22779,20070524,18.26000
22779,20070525,18.39000
22779,20070529,18.30000
22779,20070530,18.28000
22779,20070531,18.19000
22779,20070601,18.36000
22779,20070604,18.30000
22779,20070605,18.31000
22779,20070606,18.13000
22779,20070607,17.69000
22779,20070608,17.89000
22779,20070611,17.81000
22779,20070612,17.77000
22779,20070613,18.07000
22779,20070614,18.27000
22779,20070615,18.35000
22779,20070618,18.13000
22779,20070619,18.08000
22779,20070620,17.91000
22779,20070621,18.15000
22779,20070622,17.89000
22779,20070625,17.82000
22779,20070626,17.79000
22779,20070627,17.82000
22779,20070628,17.83000
22779,20070629,17.70000
22779,20070702,17.84000
22779,20070703,17.88000
22779,20070705,17.80000
22779,20070706,17.84000
22779,20070709,17.80000
22779,20070710,17.62000
22779,20070711,17.95000
22779,20070712,18.08000
22779,20070713,17.90000
22779,20070716,18.16000
22779,20070717,17.94000
22779,20070718,18.00000
22779,20070719,18.22000
22779,20070720,17.95000
22779,20070723,17.83000
22779,20070724,17.71000
22779,20070725,17.68000
22779,20070726,17.35000
22779,20070727,16.95000
22779,20070730,16.97000
22779,20070731,16.99000
22779,20070801,16.69000
22779,20070802,16.89000
22779,20070803,16.35000
22779,20070806,16.53000
22779,20070807,16.46000
22779,20070808,17.10000
22779,20070809,16.81000
22779,20070810,16.61000
22779,20070813,16.85000
22779,20070814,16.51000
22779,20070815,16.21000
22779,20070816,16.06000
22779,20070817,16.31000
22779,20070820,16.32000
22779,20070821,16.44000
22779,20070822,16.54000
22779,20070823,16.60000
22779,20070824,16.74000
22779,20070827,16.67000
22779,20070828,16.17000
22779,20070829,16.47000
22779,20070830,16.75000
22779,20070831,16.95000
22779,20070904,17.20000
22779,20070905,17.19000
22779,20070906,17.42000
22779,20070907,17.13000
22779,20070910,17.02000
22779,20070911,17.31000
22779,20070912,17.24000
22779,20070913,17.19000
22779,20070914,16.97000
22779,20070917,16.83000
22779,20070918,17.23000
22779,20070919,17.35000
22779,20070920,17.82000
22779,20070921,17.89000
22779,20070924,18.05000
22779,20070925,18.62000
22779,20070926,18.72000
22779,20070927,18.69000
22779,20070928,18.53000
22779,20071001,18.78000
22779,20071002,18.72000
22779,20071003,18.78000
22779,20071004,18.78000
22779,20071005,18.81000
22779,20071008,18.73000
22779,20071009,18.73000
22779,20071010,18.70000
22779,20071011,18.89000
22779,20071012,19.13000
22779,20071015,19.34000
22779,20071016,19.16000
22779,20071017,19.30000
22779,20071018,19.31000
22779,20071019,18.70000
22779,20071022,18.77000
22779,20071023,18.95000
22779,20071024,18.55000
22779,20071025,19.30000
22779,20071026,19.24000
22779,20071029,18.95000
22779,20071030,18.70000
22779,20071031,18.79000
22779,20071101,18.05000
22779,20071102,17.95000
22779,20071105,17.71000
22779,20071106,17.74000
22779,20071107,17.02000
22779,20071108,17.00000
22779,20071109,16.48000
22779,20071112,16.39000
22779,20071113,16.89000
22779,20071114,16.64000
22779,20071115,16.46000
22779,20071116,16.61000
22779,20071119,16.04000
22779,20071120,15.78000
22779,20071121,15.33000
22779,20071123,15.71000
22779,20071126,15.24000
22779,20071127,15.33000
22779,20071128,15.56000
22779,20071129,15.65000
22779,20071130,15.97000
22779,20071203,15.43000
22779,20071204,15.67000
22779,20071205,15.75000
22779,20071206,16.31000
22779,20071207,16.30000
22779,20071210,16.48000
22779,20071211,16.18000
22779,20071212,16.19000
22779,20071213,16.22000
22779,20071214,16.00000
22779,20071217,15.90000
22779,20071218,16.03000
22779,20071219,16.00000
22779,20071220,16.13000
22779,20071221,16.30000
22779,20071224,16.35000
22779,20071226,16.56000
22779,20071227,16.34000
22779,20071228,16.28000
22779,20071231,16.04000
22779,20080102,16.07000
22779,20080103,16.05000
22779,20080104,15.07000
22779,20080107,14.98000
22779,20080108,14.85000
22779,20080109,14.79000
22779,20080110,14.93000
22779,20080111,14.64000
22779,20080114,14.61000
22779,20080115,14.31000
22779,20080116,14.01000
22779,20080117,13.41000
22779,20080118,13.33000
22779,20080122,12.32000
22779,20080123,10.01000
22779,20080124,10.13000
22779,20080125,10.73000
22779,20080128,11.24000
22779,20080129,11.31000
22779,20080130,11.29000
22779,20080131,11.50000
22779,20080201,12.69000
22779,20080204,12.22000
22779,20080205,11.51000
22779,20080206,11.47000
22779,20080207,11.42000
22779,20080208,11.26000
22779,20080211,11.57000
22779,20080212,11.56000
22779,20080213,11.73000
22779,20080214,11.51000
22779,20080215,11.28000
22779,20080219,11.29000
22779,20080220,11.46000
22779,20080221,11.28000
22779,20080222,11.36000
22779,20080225,11.16000
22779,20080226,11.01000
22779,20080227,10.88000
22779,20080228,10.40000
22779,20080229,9.97000
22779,20080303,9.81000
22779,20080304,9.93000
22779,20080305,10.02000
22779,20080306,9.94000
22779,20080307,9.82000
22779,20080310,9.54000
22779,20080311,10.01000
22779,20080312,10.01000
22779,20080313,9.86000
22779,20080314,9.55000
22779,20080317,9.25000
22779,20080318,9.74000
22779,20080319,9.33000
22779,20080320,9.25000
22779,20080324,9.69000
22779,20080325,9.76000
22779,20080326,10.02000
22779,20080327,9.50000
22779,20080328,9.21000
22779,20080331,9.30000
22779,20080401,9.47000
22779,20080402,9.61000
22779,20080403,9.77000
22779,20080404,9.67000
22779,20080407,9.84000
22779,20080408,9.49000
22779,20080409,9.31000
22779,20080410,9.11000
22779,20080411,9.04000
22779,20080414,8.96000
22779,20080415,8.98000
22779,20080416,9.20000
22779,20080417,9.05000
22779,20080418,9.25000
22779,20080421,9.31000
22779,20080422,9.15000
22779,20080423,9.55000
